Asset Type,Asset Environment,Operating System,Issue Category,Issue Subcategory,Issue ID,Issue Title,Source of Scan,Issue Status,Age,Threshold,Severity,Critical Issue,Port,Last Scan Date,First Reported Date,Last Reported Date,Last Completed Date,Last Reopened Date,Impacts Posture Scorecard,Protocol,CVE ID,CVE Age,Vendor,Vendor ID,Detection Release Date,Patchable,Remote Discovery,Occurrences,Remediation Progress,Solution,Threat,Impact
Server,production,windows server 2019 standard,Internal Vulnerabilities,Internal Vulnerability,106069,EOL/Obsolete Software: Microsoft Access Database Engine 2010 Service Pack 2 (SP2) Detected,Qualys Internal - Agent,Reopened,967,90,High,No,,6/10/2026,10/17/2023,6/10/2026,5/4/2024,5/8/2024,Yes,,,,microsoft,Access Database Engine 2010,6/9/2022,No,No,,Open,"Customer are advised to update Microsoft Access Database Engine to the latest versions.<BR> For more information visit <A HREF=""https://docs.microsoft.com/en-us/lifecycle/products/?terms=access&products=office"" TARGET=""_blank"">Microsoft Access Database Engine</A>","Microsoft Access Database Engine technology allows for the communication and data exchange between files that are proprietary to the Microsoft Office package and other applications.  Support for Access Database Engine 2010 ended on Oct 13, 2020<BR>  <P>QID Detection Logic:(Authenticated)<BR> This QID checks for vulnerable version of Microsoft Access Database Engine SP2 installed on the target.<BR>","The system is at high risk of being exposed to security vulnerabilities. Since the vendor no longer provides updates, obsolete software is more vulnerable to viruses and other attacks."
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,38601,Secure Sockets Layer/Transport Layer Security (SSL/TLS) Use of Weak Cipher Rivest Cipher 4 (RC4/ARC4/ARCFOUR),Qualys Internal - Scanner,Reopened,900,90,High,No,443,3/21/2026,12/23/2023,3/21/2026,4/12/2025,4/26/2025,Yes,tcp,"CVE-2015-2808,CVE-2013-2566",4835,canonical,,10/15/2013,No,Yes,,Open,"RC4 should not be used where possible. One reason that RC4(Arcfour) was still being used was BEAST and Lucky13 attacks against CBC mode ciphers in SSL and TLS. However, TLSv 1.2 or later address these issues.","Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS ) protocols provide integrity, confidentiality and authenticity services to other protocols that lack these features. <P> SSL/TLS protocols use ciphers such as AES,DES, 3DES and RC4(Arcfour) to encrypt the content of the higher layer protocols and thus provide the confidentiality service. Normally the output of an encryption process is a sequence of random looking bytes. It was known that RC4 output has some bias in the output. Recently a group of researchers has discovered that there is a stronger bias in RC4(Arcfour) , which makes statistical analysis of ciphertext more practical. <P> The described attack is to inject a malicious javascript into the victim's browser that would ensure that there are multiple connections being established with a target website and the same HTTP cookie is sent multiple times to the website in encrypted form. This provides the attacker a large set of ciphertext samples that can be used for statistical analysis.  <P>NOTE: On 3/12/15 NVD changed the CVSS v2 access complicity from high to medium. As a result Qualys revised the CVSS score to 4.3 immediately. On 5/4/15 Qualys is also revising the severity to level 3.","If this attack is carried out and an HTTP cookie is recovered, then the attacker can use the cookie to impersonate the user whose cookie was recovered. <P> This attack is not very practical as it requires the attacker to have access to millions of samples of ciphertext, but there are certain assumptions that an attacker can make to improve the chances of recovering the cleartext from cihpertext. For examples HTTP cookies are either base64 encoded or hex digits. This information can help the attacker in their efforts to recover the cookie."
Server,production,windows server 2019 standard,Internal Vulnerabilities,Internal Vulnerability,38657,Birthday attacks against TLS ciphers with 64bit block size vulnerability (Sweet32),Qualys Internal - Scanner,Reopened,900,90,High,No,3389,6/6/2026,12/23/2023,6/6/2026,5/4/2024,5/11/2024,Yes,tcp,CVE-2016-2183,3569,openssl_project,,3/30/2017,No,Yes,,Open,"Disable and stop using DES, 3DES, IDEA or RC2 ciphers.<BR> More information can be found at  <A HREF=""https://sweet32.info/"" TARGET=""_blank"">Sweet32</A>, <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-schannel-ssp-changes-in-windows-10-and-windows-server"" TARGET=""_blank"">Microsoft Windows TLS changes docs</A> and <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-registry-settings"" TARGET=""_blank"">Microsoft Transport Layer Security (TLS) registry settings</A>","Legacy block ciphers having block size of 64 bits are vulnerable to a practical collision attack when used in CBC mode.  All versions of SSL/TLS protocol support cipher suites which use DES, 3DES, IDEA or RC2 as the symmetric encryption cipher are affected.<BR>  Note: This CVE is patched at following versions<BR> OPENSSL-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-32BIT-0.9.8J-0.102.2<BR> OPENSSL1-1.0.1G-0.52.1<BR> OPENSSL1-DOC-1.0.1G-0.52.1<BR> LIBOPENSSL1_0_0-1.0.1G-0.52.1<BR> LIBOPENSSL1-DEVEL-1.0.1G-0.52.1<BR> JAVA-1_6_0-IBM-1.6.0_SR16.41-81.1<BR>",Remote attackers can obtain cleartext data via a birthday attack against a long-duration encrypted session.
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,38603,SSLv3 Padding Oracle Attack Information Disclosure Vulnerability (POODLE),Qualys Internal - Scanner,Reopened,900,90,High,No,443,3/21/2026,12/23/2023,3/21/2026,5/4/2024,5/16/2024,Yes,tcp,CVE-2014-3566,4256,oracle,POODLE,10/16/2014,No,Yes,,Open,"Disable SSLv3 support to avoid this vulnerability.<P>
Examples to disable SSLv3.<BR>
nginx: list specific allowed protocols in the &quot;ssl_protocols&quot; line. Make sure SSLv2 and SSLv3 is not listed. For example: ssl_protocols TLSv2 TLSv1.1 TLSv1.2;<BR>
Apache: Add -SSLv3 to the &quot;SSLProtocol&quot; line. <BR>
<A HREF=""https://support.microsoft.com/kb/187498/en-us"" TARGET=""_blank"">How to disable SSL 3.0 on Microsoft IIS</A>.
<P>For PCI, please refer to the Qualys <A HREF=""https://community.qualys.com/thread/15280"" TARGET=""_blank"">community article</A>.












","The SSL protocol 3.0 design error, uses nondeterministic CBC padding, which makes it easier for man-in-the-middle attacks. 
<P>
The target supports SSLv3, which makes it vulnerable to POODLE (Padding Oracle On Downgraded Legacy Encryption), even if it also supports more recent versions of TLS. It's subject to a downgrade attack, in which the attacker tricks the browser into connecting with SSLv3.<P>
Please refer QID 38116 result as well, this QID will also report the list of SSLv3 ciphers support by server.<P>
<B> This QID is an automatic PCI FAIL in accordance with the PCI standards. <P>

Further details can be found under: <BR>
<A HREF=""https://www.pcisecuritystandards.org/documents/ASV_Program_Guide_v3.1.pdf"" TARGET=""_blank"">PCI: ASV Program Guide v3.1 (page 27)</A><BR>
<A HREF=""https://www.pcisecuritystandards.org/documents/Use-of-SSL-Early-TLS-and-ASV-Scans.pdf"" TARGET=""_blank"">PCI: Use of SSL Early TLS and ASV Scans</A>
</B>
<P>



",An attacker who can take a man-in-the-middle (MitM) position can exploit this vulnerability and gain access to encrypted communication between a client and server.
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,38657,Birthday attacks against TLS ciphers with 64bit block size vulnerability (Sweet32),Qualys Internal - Scanner,Reopened,900,90,High,No,443,3/21/2026,12/23/2023,3/21/2026,5/4/2024,5/16/2024,Yes,tcp,CVE-2016-2183,3569,openssl_project,,3/30/2017,No,Yes,,Open,"Disable and stop using DES, 3DES, IDEA or RC2 ciphers.<BR> More information can be found at  <A HREF=""https://sweet32.info/"" TARGET=""_blank"">Sweet32</A>, <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-schannel-ssp-changes-in-windows-10-and-windows-server"" TARGET=""_blank"">Microsoft Windows TLS changes docs</A> and <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-registry-settings"" TARGET=""_blank"">Microsoft Transport Layer Security (TLS) registry settings</A>","Legacy block ciphers having block size of 64 bits are vulnerable to a practical collision attack when used in CBC mode.  All versions of SSL/TLS protocol support cipher suites which use DES, 3DES, IDEA or RC2 as the symmetric encryption cipher are affected.<BR>  Note: This CVE is patched at following versions<BR> OPENSSL-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-32BIT-0.9.8J-0.102.2<BR> OPENSSL1-1.0.1G-0.52.1<BR> OPENSSL1-DOC-1.0.1G-0.52.1<BR> LIBOPENSSL1_0_0-1.0.1G-0.52.1<BR> LIBOPENSSL1-DEVEL-1.0.1G-0.52.1<BR> JAVA-1_6_0-IBM-1.6.0_SR16.41-81.1<BR>",Remote attackers can obtain cleartext data via a birthday attack against a long-duration encrypted session.
Server,production,debian 11,Internal Vulnerabilities,Internal Vulnerability,19965,MongoDB Accessible Without Authentication,Qualys Internal - Scanner,Reopened,904,90,High,No,27017,6/9/2026,12/19/2023,6/9/2026,5/4/2024,5/14/2024,Yes,tcp,,,mongodb,,2/18/2015,No,Yes,,Open,Enable the authentication of MongoDB.,"MongoDB is an open-source document database, and NoSQL database. <P> It's possible to access MongoDB without any authentication.","Exploitation of this vulnerability allows a remote attacker to connect to the database. Consequently, the attacker can access sensitive information, and can launch denial of service attacks through the destruction of data."
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,38606,SSL Server Has SSLv3 Enabled Vulnerability,Qualys Internal - Scanner,Reopened,900,90,High,No,443,3/21/2026,12/23/2023,3/21/2026,5/4/2024,5/16/2024,Yes,tcp,,,multi-vendor,,4/15/2015,No,Yes,,Open,"Disable the SSL 3.0 protocol in the client and in the server.
","SSL 3.0 is an obsolete and insecure protocol.<BR> Encryption in SSL 3.0 uses either the RC4 stream cipher, or a block cipher in CBC mode.<BR> RC4 is known to have biases, and the block cipher in CBC mode is vulnerable to the POODLE attack.<P>  The SSLv3 protocol is insecure due to the POODLE attack and the weakness of RC4 cipher.<P> Note: In April 2016, PCI released <A HREF=""https://www.pcisecuritystandards.org/documents/PCI_DSS_v3-2.pdf"" TARGET=""_blank"">PCI DSS v3.2</A> announcing that NIST no longer considers Secure Socket Layers (SSL) v3.0 protocol as acceptable for protecting data and that all versions of SSL versions do not meet the PCI definition of &quot;strong cryptography.&quot;<P> <B> This QID is an automatic PCI FAIL in accordance with the PCI standards. <P>  Further details can be found under: <BR> <A HREF=""https://www.pcisecuritystandards.org/documents/ASV_Program_Guide_v3.1.pdf"" TARGET=""_blank"">PCI: ASV Program Guide v3.1 (page 27)</A><BR> <A HREF=""https://www.pcisecuritystandards.org/documents/Use-of-SSL-Early-TLS-and-ASV-Scans.pdf"" TARGET=""_blank"">PCI: Use of SSL Early TLS and ASV Scans</A> </B> <P>",An attacker can exploit this vulnerability to read secure communications or maliciously modify messages.
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,376187,Apache Log4j 1.2 Remote Code Execution Vulnerability,Qualys Internal - Agent,Reopened,900,90,High,No,,6/10/2026,12/23/2023,6/10/2026,5/4/2024,5/8/2024,Yes,,CVE-2021-4104,,apache,CVE-2021-4104,12/16/2021,No,No,,Open,"Customers are advised to upgrade their Log4j to the latest version in 2.x. If updating the version is not possible, please refer to the mitigations mentioned here <A HREF=""https://logging.apache.org/log4j/2.x/security.html"" TARGET=""_blank"">Log4j</A>.<BR>Workaround:<BR>Audit your logging configuration to ensure it has no JMSAppender configured. Log4j 1.2 configurations without JMSAppender are not impacted by this vulnerability.<BR>
Log4j 1.x does not have Lookups, so the risk is lower. Applications using Log4j 1.x are only vulnerable to this attack when they use JNDI in their configuration.<BR>","Apache Log4j is a Java-based logging utility. It is part of the Apache Logging Services, a project of the Apache Software Foundation.<P> The JMSAppender in Log4j 1.2 is vulnerable to deserialization of untrusted data when the attacker has write access to the Log4j configuration.<BR>  The attacker can provide TopicBindingName and TopicConnectionFactoryBindingName configurations causing JMSAppender to perform JNDI requests that result in remote code execution in a similar fashion to CVE-2021-44228.<BR>  <P>Affected versions:<BR> Log4j version 1.2 <BR>  <P>QID Detection: (Authenticated) - Linux<BR> This detection is based on querying the OS package managers on the target. If the target has a log4j package with a version in 1.2, the target is flagged as potentially vulnerable.<BR>  QID Detection: (Authenticated) - Windows<BR> On Windows system, the QID identifies vulnerable instance of log4j via WMI to check log4j included in the running processes via command-line. <BR>",Successful exploitation of this vulnerability could lead to  remote code execution (RCE) on the target.<BR>
Server,production,windows 10 enterprise,Internal Vulnerabilities,Internal Vulnerability,379270,Multi-Remote Next Generation Connection Manager (mRemoteNG) Password Dumper Vulnerability,Qualys Internal - Agent,Reopened,863,90,High,No,,6/19/2025,1/29/2024,6/19/2025,5/4/2024,5/8/2024,Yes,,CVE-2023-30367,,mremoteng,CVE-2023-30367,1/29/2024,No,No,,Open,"Update to mRemoteNG greater than v1.77.3.1784-NB when a fix has been released, please refer to advisory <A HREF=""https://github.com/advisories/GHSA-qmw7-qmmv-f8vj"" TARGET=""_blank"">here.</A>. ","Multi-Remote Next Generation Connection Manager (mRemoteNG) is free software that enables users to store and manage multi-protocol connection configurations to remotely connect to systems. mRemoteNG configuration files can be stored in an encrypted state on disk. mRemoteNG version less than v1.76.21 and less than 1.77.4-dev loads configuration files in plain text into memory (after decrypting them if necessary) at application start-up, even if no connection has been established yet. <P>
Affected Version :<BR>
mRemoteNG version prior to  v1.76.21<P>
QID Detection Logic (Authenticated):<BR>
This qid checks for file version of mRemoteNG.exe
",It allows attackers to access contents of configuration files in plain text through a memory dump and thus compromise user credentials when no custom password encryption key has been set. 
Server,production,debian 10,Internal Vulnerabilities,Internal Vulnerability,181605,Debian Security Update for mariadb-10.3 (DLA 3337-1),Qualys Internal - Agent,Reopened,909,90,High,No,,6/10/2026,12/14/2023,6/10/2026,5/4/2024,5/8/2024,Yes,,,,debian,DLA 3337-1,2/27/2023,Yes,No,,Open,"Refer to Debian security advisory <A HREF=""https://lists.debian.org/debian-lts-announce/2023/02/msg00031.html"" TARGET=""_blank"">DLA 3337-1</A> for updates and patch information. <P>Patch:<BR> Following are links for downloading patches to fix the vulnerabilities: <P> <A HREF=""https://lists.debian.org/debian-lts-announce/2023/02/msg00031.html"" TARGET=""_blank"">DLA 3337-1:Debian</A>",Debian has released a security update for mariadb-10.3 to fix the vulnerabilities.,"Successful exploitation of this vulnerability could lead to a security breach or could affect integrity, availability, and confidentiality."
Server,production,ubuntu 18.04,Internal Vulnerabilities,Internal Vulnerability,38913,SSH Prefix Truncation Vulnerability (Terrapin),Qualys Internal - Scanner,Reopened,893,90,High,No,22,6/6/2026,12/30/2023,6/6/2026,5/30/2026,6/6/2026,Yes,tcp,CVE-2023-48795,,openssh,OpenSSH Advisory,12/28/2023,Yes,Yes,,Open,"Customers are advised to refer to the individual vendor advisory for their operating system and install the patch released by the vendor. For more information regarding the vulnerability, please refer to <A HREF=""https://terrapin-attack.com/"" TARGET=""_BLANK""> Terrapin Vulnerability </A><P>
<P>Patch:<BR>
Following are links for downloading patches to fix the vulnerabilities:
<P> <A HREF=""https://www.openwall.com/lists/oss-security/2023/12/20/3"" TARGET=""_blank"">OpenWall Security Advisory</A>","The Terrapin attack exploits weaknesses in the SSH transport layer protocol in combination with newer cryptographic algorithms and encryption modes introduced by OpenSSH over 10 years ago. Since then, these have been adopted by a wide range of SSH implementations, therefore affecting a majority of current implementations. <P>

QID Detection Logic (Unauthenticated):<BR>
This  detection attempts to start the SSH key exchange process and examines whether either of the vulnerable ChaCha20-Poly1305 Algorithm or CBC-EtM Algorithm is active. It subsequently verifies whether Strict Key Exchange is enabled. If a target is identified as vulnerable, it indicates that the target supports either of the vulnerable algorithms and lacks support for Strict Key Exchange. <P> ","Successful exploitation of the vulnerability may allow an attacker to downgrade the security of an SSH connection when using SSH extension negotiation. The impact in practice heavily depends on the supported extensions. Most commonly, this will impact the security of client authentication when using an RSA public key. <P>"
Server,production,windows server 2019 standard,Internal Vulnerabilities,Internal Vulnerability,38913,SSH Prefix Truncation Vulnerability (Terrapin),Qualys Internal - Scanner,Reopened,893,90,High,No,2222,7/20/2024,12/30/2023,7/20/2024,5/4/2024,5/11/2024,Yes,tcp,CVE-2023-48795,,openssh,OpenSSH Advisory,12/28/2023,Yes,Yes,,Open,"Customers are advised to refer to the individual vendor advisory for their operating system and install the patch released by the vendor. For more information regarding the vulnerability, please refer to <A HREF=""https://terrapin-attack.com/"" TARGET=""_BLANK""> Terrapin Vulnerability </A><P>
<P>Patch:<BR>
Following are links for downloading patches to fix the vulnerabilities:
<P> <A HREF=""https://www.openwall.com/lists/oss-security/2023/12/20/3"" TARGET=""_blank"">OpenWall Security Advisory</A>","The Terrapin attack exploits weaknesses in the SSH transport layer protocol in combination with newer cryptographic algorithms and encryption modes introduced by OpenSSH over 10 years ago. Since then, these have been adopted by a wide range of SSH implementations, therefore affecting a majority of current implementations. <P>

QID Detection Logic (Unauthenticated):<BR>
This  detection attempts to start the SSH key exchange process and examines whether either of the vulnerable ChaCha20-Poly1305 Algorithm or CBC-EtM Algorithm is active. It subsequently verifies whether Strict Key Exchange is enabled. If a target is identified as vulnerable, it indicates that the target supports either of the vulnerable algorithms and lacks support for Strict Key Exchange. <P> ","Successful exploitation of the vulnerability may allow an attacker to downgrade the security of an SSH connection when using SSH extension negotiation. The impact in practice heavily depends on the supported extensions. Most commonly, this will impact the security of client authentication when using an RSA public key. <P>"
Server,production,centos 7,Internal Vulnerabilities,Internal Vulnerability,87413,Apache Tomcat AJP File Inclusion Vulnerability (unauthenticated check),Qualys Internal - Scanner,Reopened,869,90,High,No,8009,6/3/2026,1/23/2024,6/10/2026,5/4/2024,5/16/2024,Yes,tcp,CVE-2020-1938,2298,apache,Tomcat,2/22/2020,Yes,Yes,,Open,"Updated versions of Apache Tomcat are available that fix these vulnerabilities.<P>Workaround:<BR>Temporarily disable the AJP protocol port.  <P>Patch:<BR> Following are links for downloading patches to fix the vulnerabilities: <P> <A HREF=""https://tomcat.apache.org/"" TARGET=""_blank"">Tomcat</A>","<P>Apache Tomcat is an open source web server and servlet container developed by the Apache Software Foundation.<BR>  <P>Apache Tomcat fixed a vulnerability (CVE-2020-1938) that allows an attacker to read any webapps files. If the Tomcat instance supports file uploads, the vulnerability could also be leveraged to achieve remote code execution.<BR>  <P>Affected Versions:<BR> Apache Tomcat 9.0.0 through 9.0.30<BR> Apache Tomcat 8.5.0 through 8.5.50<BR> Apache Tomcat 7.0.0 through 7.0.99<BR>  <P>QID Detection Logic (Unauthenticated):<BR> This is an active detection where-in a connection to Apache JServ Protocol (AJP) is made when AJP port is exposed externally and an AJP specific request in HEX stream is sent which attempts to read 'web.xml' from the target system.  <P>Note:<BR> 1. Apache Tomcat version 8.0.x are found affected by this during our investigation.<BR> 2. If vulnerable, this QID may be reported on applications/servers that use Apache JServ Protocol (AJP) internally and have AJP port exposed.<BR> 3. This QID may be reported on other versions Apache Tomcat Servers if they were found to be vulnerable.<BR>","Successful exploitation allows an attacker  to read or include any file in all webapp directories on Tomcat, such as webapp configuration files, source code, etc. Remote code execution is also possible."
Server,production,oraclelinux 8,Internal Vulnerabilities,Internal Vulnerability,106032,EOL/Obsolete Software: Apache Log4j 1.X Detected,Qualys Internal - Agent,Reopened,37,90,High,No,,6/10/2026,5/4/2026,6/10/2026,5/20/2026,5/28/2026,No,,,,apache,Apache Log4j Security Advisory,1/12/2022,No,No,,Open,"Customers are advised to upgrade to Apache Log4j 2.X, for more information please refer to <A HREF=""https://blogs.apache.org/foundation/entry/apache_logging_services_project_announces"" TARGET=""_blank""> Apache Blog</A>.<BR>","On August 5, 2015, the Apache Logging Services Project Management Committee (PMC) has announced that the Log4j 1.x logging framework has reached its end of life (EOL) and is no longer officially supported.<BR>  <P>QID Detection: (Authenticated) - Linux<BR> This QID uses the OS package manager, locate command and ls proc command to check vulnerable versions of log4j<P>  <P>QID Detection: (Authenticated) - MacOS<BR> This QID uses the locate command and mdfind command to check vulnerable versions of log4j<BR>  QID Detection: (Authenticated) - Windows<BR> On Windows system, the QID identifies vulnerable instance of log4j via WMI query to check log4j included in the running processes via command-line. <P>",Apache no longer provides security updates for 1.x versions. Obsolete software is more vulnerable to viruses and other attacks.<P>
Server,production,microsoft windows server 2022 standard,Internal Vulnerabilities,Internal Vulnerability,38657,Birthday attacks against TLS ciphers with 64bit block size vulnerability (Sweet32),Qualys Internal - Scanner,Authentication,80,90,High,No,443,6/7/2026,3/22/2026,6/7/2026,,,No,tcp,CVE-2016-2183,3569,openssl_project,,3/30/2017,No,Yes,,Open,"Disable and stop using DES, 3DES, IDEA or RC2 ciphers.<BR> More information can be found at  <A HREF=""https://sweet32.info/"" TARGET=""_blank"">Sweet32</A>, <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-schannel-ssp-changes-in-windows-10-and-windows-server"" TARGET=""_blank"">Microsoft Windows TLS changes docs</A> and <A HREF=""https://docs.microsoft.com/en-us/windows-server/security/tls/tls-registry-settings"" TARGET=""_blank"">Microsoft Transport Layer Security (TLS) registry settings</A>","Legacy block ciphers having block size of 64 bits are vulnerable to a practical collision attack when used in CBC mode.  All versions of SSL/TLS protocol support cipher suites which use DES, 3DES, IDEA or RC2 as the symmetric encryption cipher are affected.<BR>  Note: This CVE is patched at following versions<BR> OPENSSL-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-0.9.8J-0.102.2<BR> LIBOPENSSL0_9_8-32BIT-0.9.8J-0.102.2<BR> OPENSSL1-1.0.1G-0.52.1<BR> OPENSSL1-DOC-1.0.1G-0.52.1<BR> LIBOPENSSL1_0_0-1.0.1G-0.52.1<BR> LIBOPENSSL1-DEVEL-1.0.1G-0.52.1<BR> JAVA-1_6_0-IBM-1.6.0_SR16.41-81.1<BR>",Remote attackers can obtain cleartext data via a birthday attack against a long-duration encrypted session.
Server,production,oracle enterprise linux 8.3,Internal Vulnerabilities,Internal Vulnerability,731128,Prometheus Sensitive Information Disclosure,Qualys Internal - Scanner,Reopened,750,90,High,No,9090,6/9/2026,5/21/2024,6/9/2026,5/28/2024,6/4/2024,Yes,tcp,,,prometheus,Prometheus,2/6/2024,Yes,Yes,,Open,"Although Prometheus did not have any built-in security features in the past, basic authentication and TLS were added in version 2.24.0. Enable Basic authentication and TLS security feature. Refer <A HREF=""https://prometheus.io/docs/guides/tls-encryption/"" TARGET=""_blank"">this</A> for more information.
<P>Patch:<BR>
Following are links for downloading patches to fix the vulnerabilities:
<P> <A HREF=""https://github.com/prometheus/prometheus/releases?page=12"" TARGET=""_blank"">Prometheus 2.24</A>","Prometheus is an open-source systems monitoring and alerting toolkit .<P>
It may results from a large-scale unauthenticated scraping of publicly available and non-secured Prometheus endpoints, which contain many types of sensitive data that were exposed, often without the developers knowledge.<BR> Since the numeric metrics captured by Prometheus are not considered sensitive data, Prometheus has held an understandable policy of avoiding built-in support for security features such as authentication and encryption, in order to focus on developing the monitoring-related features.<P> 
Due to the fact that authentication and encryption support is relatively new, many organizations that use Prometheus have not yet enabled these features and thus many Prometheus endpoints are completely exposed to the Internet (e.g. endpoints that run earlier versions), leaking metric and label data.<P>
QID Detection Logic (Un-Authenticated)<BR>
It sends GET request to non-secured Prometheus endpoints as /api/v1/status/config and /api/v1/targets to check for sensitive information leaks.",It may leak sensitive information like configuration details of endpoints.
